m,country,years,age,survivors
KHM,Cambodia,2005-2010,20.0,91903.29
KHM,Cambodia,2005-2010,25.0,91156.81
KHM,Cambodia,2005-2010,30.0,90287.1
KHM,Cambodia,2005-2010,35.0,89176.37
KHM,Cambodia,2005-2010,40.0,87710.31
KHM,Cambodia,2005-2010,45.0,85789.62
KHM,Cambodia,2005-2010,50.0,83328.38
KHM,Cambodia,2005-2010,55.0,80239.3
KHM,Cambodia,2005-2010,60.0,76411.73
KHM,Cambodia,2005-2010,65.0,71681.04
KHM,Cambodia,2005-2010,70.0,65805.93
KHM,Cambodia,2005-2010,75.0,58472.46
KHM,Cambodia,2005-2010,80.0,49373.55
KHM,Cambodia,2005-2010,85.0,38445.4
EST,Estonia,2005-2010,0.0,100000.0
EST,Estonia,2005-2010,1.0,99587.49
EST,Estonia,2005-2010,5.0,99465.77
EST,Estonia,2005-2010,10.0,99380.26
EST,Estonia,2005-2010,15.0,99306.54
EST,Estonia,2005-2010,20.0,99159.59
EST,Estonia,2005-2010,25.0,98889.71
EST,Estonia,2005-2010,30.0,98634.99
EST,Estonia,2005-2010,35.0,98293.49
EST,Estonia,2005-2010,40.0,97796.25
EST,Estonia,2005-2010,45.0,97003.99
EST,Estonia,2005-2010,50.0,95658.52
EST,Estonia,2005-2010,55.0,93489.53
EST,Estonia,2005-2010,60.0,90391.67
EST,Estonia,2005-2010,65.0,86173.25
EST,Estonia,2005-2010,70.0,80478.6
EST,Estonia,2005-2010,75.0,71823.28
EST,Estonia,2005-2010,80.0,58356.71
EST,Estonia,2005-2010,85.0,39407.78
CZE,Czech Republic,2005-2010,0.0,100000.0
CZE,Czech Republic,2005-2010,1.0,99736.0
CZE,Czech Republic,2005-2010,5.0,99667.18
CZE,Czech Republic,2005-2010,10.0,99620.34
CZE,Czech Republic,2005-2010,15.0,99563.56
CZE,Czech Republic,2005-2010,20.0,99454.04
CZE,Czech Republic,2005-2010,25.0,99322.76
CZE,Czech Republic,2005-2010,30.0,99186.68
CZE,Czech Republic,2005-2010,35.0,98982.36
CZE,Czech Republic,2005-2010,40.0,98652.75
CZE,Czech Republic,2005-2010,45.0,98061.82
CZE,Czech Republic,2005-2010,50.0,97089.05
CZE,Czech Republic,2005-2010,55.0,95512.32
CZE,Czech Republic,2005-2010,60.0,93013.72
CZE,Czech Republic,2005-2010,65.0,89198.29
CZE,Czech Republic,2005-2010,70.0,83483.36
CZE,Czech Republic,2005-2010,75.0,74508.9
CZE,Czech Republic,2005-2010,80.0,60109.31
CZE,Czech Republic,2005-2010,85.0,39771.93
POL,Poland,2005-2010,0.0,100000.0
POL,Poland,2005-2010,1.0,99430.21
POL,Poland,2005-2010,5.0,99351.28
POL,Poland,2005-2010,10.0,99294.77
POL,Poland,2005-2010,15.0,99234.6
POL,Poland,2005-2010,20.0,99128.96
POL,Poland,2005-2010,25.0,99016.61
POL,Poland,2005-2010,30.0,98883.84
POL,Poland,2005-2010,35.0,98686.9
POL,Poland,2005-2010,40.0,98341.89
POL,Poland,2005-2010,45.0,97698.34
POL,Poland,2005-2010,50.0,96565.97
POL,Poland,2005-2010,55.0,94752.4
POL,Poland,2005-2010,60.0,92105.65
POL,Poland,2005-2010,65.0,88397.62
POL,Poland,2005-2010,70.0,82708.26
POL,Poland,2005-2010,75.0,73619.55
POL,Poland,2005-2010,80.0,59575.95
POL,Poland,2005-2010,85.0,40233.32
MEX,Mexico,2005-2010,0.0,100000.0
MEX,Mexico,2005-2010,1.0,98544.0
MEX,Mexico,2005-2010,5.0,98202.05
MEX,Mexico,2005-2010,10.0,98061.62
MEX,Mexico,2005-2010,15.0,97954.74
MEX,Mexico,2005-2010,20.0,97818.58
MEX,Mexico,2005-2010,25.0,97624.9
MEX,Mexico,2005-2010,30.0,97375.96
MEX,Mexico,2005-2010,35.0,97038.06
MEX,Mexico,2005-2010,40.0,96539.29
MEX,Mexico,2005-2010,45.0,95772.76
MEX,Mexico,2005-2010,50.0,94584.22
MEX,Mexico,2005-2010,55.0,92746.45
MEX,Mexico,2005-2010,60.0,89926.96
MEX,Mexico,2005-2010,65.0,85666.22
MEX,Mexico,2005-2010,70.0,79377.46
MEX,Mexico,2005-2010,75.0,70430.83
MEX,Mexico,2005-2010,80.0,58404.77
MEX,Mexico,2005-2010,85.0,40792.45
BHS,"Bahamas, The",2005-2010,0.0,100000.0
BHS,"Bahamas, The",2005-2010,1.0,99052.02
BHS,"Bahamas, The",2005-2010,5.0,98597.68
BHS,"Bahamas, The",2005-2010,10.0,98481.08
BHS,"Bahamas, The",2005-2010,15.0,98382.65
BHS,"Bahamas, The",2005-2010,20.0,98153.33
BHS,"Bahamas, The",2005-2010,25.0,97787.5
BHS,"Bahamas, The",2005-2010,30.0,97051.75
BHS,"Bahamas, The",2005-2010,35.0,96052.16
BHS,"Bahamas, The",2005-2010,40.0,94639.08
BHS,"Bahamas, The",2005-2010,45.0,93102.31
BHS,"Bahamas, The",2005-2010,50.0,91001.04
BHS,"Bahamas, The",2005-2010,55.0,88512.11
BHS,"Bahamas, The",2005-2010,60.0,85358.59
BHS,"Bahamas, The",2005-2010,65.0,81473.45
BHS,"Bahamas, The",2005-2010,70.0,75472.46
BHS,"Bahamas, The",2005-2010,75.0,67052.59
BHS,"Bahamas, The",2005-2010,80.0,56081.75
BHS,"Bahamas, The",2005-2010,85.0,41258.75
CUW,Curaçao,2005-2010,0.0,100000.0
CUW,Curaçao,2005-2010,1.0,98907.17
CUW,Curaçao,2005-2010,5.0,98731.06
CUW,Curaçao,2005-2010,10.0,98646.79
CUW,Curaçao,2005-2010,15.0,98558.44
CUW,Curaçao,2005-2010,20.0,98408.04
CUW,Curaçao,2005-2010,25.0,98191.36
CUW,Curaçao,2005-2010,30.0,97914.04
CUW,Curaçao,2005-2010,35.0,97588.83
CUW,Curaçao,2005-2010,40.0,97164.02
CUW,Curaçao,2005-2010,45.0,96544.16
CUW,Curaçao,2005-2010,50.0,95536.86
CUW,Curaçao,2005-2010,55.0,93824.25
CUW,Curaçao,2005-2010,60.0,91175.58
CUW,Curaçao,2005-2010,65.0,87174.49
CUW,Curaçao,2005-2010,70.0,80910.31
CUW,Curaçao,2005-2010,75.0,71397.44
CUW,Curaçao,2005-2010,80.0,58016.29
CUW,Curaçao,2005-2010,85.0,41274.15
ARG,Argentina,2005-2010,0.0,100000.0
ARG,Argentina,2005-2010,1.0,98820.0
ARG,Argentina,2005-2010,5.0,98615.0
ARG,Argentina,2005-2010,10.0,98505.54
ARG,Argentina,2005-2010,15.0,98406.05
ARG,Argentina,2005-2010,20.0,98246.63
ARG,Argentina,2005-2010,25.0,98020.66
ARG,Argentina,2005-2010,30.0,97730.52
ARG,Argentina,2005-2010,35.0,97338.62
ARG,Argentina,2005-2010,40.0,96780.87
ARG,Argentina,2005-2010,45.0,95956.3
ARG,Argentina,2005-2010,50.0,94719.42
ARG,Argentina,2005-2010,55.0,92880.92
ARG,Argentina,2005-2010,60.0,90174.37
ARG,Argentina,2005-2010,65.0,86222.03
ARG,Argentina,2005-2010,70.0,80404.63
ARG,Argentina,2005-2010,75.0,71884.15
ARG,Argentina,2005-2010,80.0,59251.23
ARG,Argentina,2005-2010,85.0,41481.97
GUF,French Guiana,2005-2010,0.0,100000.0
GUF,French Guiana,2005-2010,1.0,98984.38
GUF,French Guiana,2005-2010,5.0,98784.97
GUF,French Guiana,2005-2010,10.0,98688.61
GUF,French Guiana,2005-2010,15.0,98611.25
GUF,French Guiana,2005-2010,20.0,98483.06
GUF,French Guiana,2005-2010,25.0,98300.3
GUF,French Guiana,2005-2010,30.0,98076.38
GUF,French Guiana,2005-2010,35.0,97799.87
GUF,French Guiana,2005-2010,40.0,97429.11
GUF,French Guiana,2005-2010,45.0,96891.88
GUF,French Guiana,2005-2010,50.0,96042.19
GUF,French Guiana,2005-2010,55.0,94749.57
GUF,French Guiana,2005-2010,60.0,92752.36
GUF,French Guiana,2005-2010,65.0,89618.56
GUF,French Guiana,2005-2010,70.0,84189.58
GUF,French Guiana,2005-2010,75.0,75091.78
GUF,French Guiana,2005-2010,80.0,60934.16
GUF,French Guiana,2005-2010,85.0,41564.14
ALB,Albania,2005-2010,0.0,100000.0
ALB,Albania,2005-2010,1.0,98439.0
ALB,Albania,2005-2010,5.0,98325.5
ALB,Albania,2005-2010,10.0,98215.67
ALB,Albania,2005-2010,15.0,98150.9
ALB,Albania,2005-2010,20.0,98041.22
ALB,Albania,2005-2010,25.0,97860.47
ALB,Albania,2005-2010,30.0,97632.72
ALB,Albania,2005-2010,35.0,97373.59
ALB,Albania,2005-2010,40.0,97037.51
ALB,Albania,2005-2010,45.0,96535.8
ALB,Albania,2005-2010,50.0,95764.32
ALB,Albania,2005-2010,55.0,94629.06
ALB,Albania,2005-2010,60.0,92919.18
ALB,Albania,2005-2010,65.0,89969.8
ALB,Albania,2005-2010,70.0,84758.22
ALB,Albania,2005-2010,75.0,75771.74
ALB,Albania,2005-2010,80.0,61449.51
ALB,Albania,2005-2010,85.0,41821.84
CYP,Cyprus,2005-2010,0.0,100000.0
CYP,Cyprus,2005-2010,1.0,99620.86
CYP,Cyprus,2005-2010,5.0,99562.03
CYP,Cyprus,2005-2010,10.0,99533.97
CYP,Cyprus,2005-2010,15.0,99506.81
CYP,Cyprus,2005-2010,20.0,99450.08
CYP,Cyprus,2005-2010,25.0,99351.61
CYP,Cyprus,2005-2010,30.0,99216.3
CYP,Cyprus,2005-2010,35.0,99051.47
CYP,Cyprus,2005-2010,40.0,98838.41
CYP,Cyprus,2005-2010,45.0,98513.38
CYP,Cyprus,2005-2010,50.0,97968.22
CYP,Cyprus,2005-2010,55.0,97028.2
CYP,Cyprus,2005-2010,60.0,95358.55
CYP,Cyprus,2005-2010,65.0,92280.45
CYP,Cyprus,2005-2010,70.0,86649.58
CYP,Cyprus,2005-2010,75.0,76992.18
CYP,Cyprus,2005-2010,80.0,61975.57
CYP,Cyprus,2005-2010,85.0,41895.99
GUM,Guam,2005-2010,0.0,100000.0
GUM,Guam,2005-2010,1.0,99025.55
GUM,Guam,2005-2010,5.0,98833.57
GUM,Guam,2005-2010,10.0,98741.05
GUM,Guam,2005-2010,15.0,98666.91
GUM,Guam,2005-2010,20.0,98544.25
GUM,Guam,2005-2010,25.0,98369.34
GUM,Guam,2005-2010,30.0,98155.15
GUM,Guam,2005-2010,35.0,97890.78
GUM,Guam,2005-2010,40.0,97536.48
GUM,Guam,2005-2010,45.0,97023.31
GUM,Guam,2005-2010,50.0,96211.74
GUM,Guam,2005-2010,55.0,94976.78
GUM,Guam,2005-2010,60.0,93067.25
GUM,Guam,2005-2010,65.0,90067.79
GUM,Guam,2005-2010,70.0,84843.36
GUM,Guam,2005-2010,75.0,76028.53
GUM,Guam,2005-2010,80.0,62182.75
GUM,Guam,2005-2010,85.0,42983.14
MLT,Malta,2005-2010,0.0,100000.0
MLT,Malta,2005-2010,1.0,99569.62
MLT,Malta,2005-2010,5.0,99389.82
MLT,Malta,2005-2010,10.0,99352.21
MLT,Malta,2005-2010,15.0,99324.67
MLT,Malta,2005-2010,20.0,99273.56
MLT,Malta,2005-2010,25.0,99190.96
MLT,Malta,2005-2010,30.0,99129.21
MLT,Malta,2005-2010,35.0,99058.02
MLT,Malta,2005-2010,40.0,98890.91
MLT,Malta,2005-2010,45.0,98633.83
MLT,Malta,2005-2010,50.0,97814.55
MLT,Malta,2005-2010,55.0,96820.88
MLT,Malta,2005-2010,60.0,94861.68
MLT,Malta,2005-2010,65.0,91849.84
MLT,Malta,2005-2010,70.0,86746.06
MLT,Malta,2005-2010,75.0,77585.78
MLT,Malta,2005-2010,80.0,63594.38
MLT,Malta,2005-2010,85.0,43645.98
CUB,Cuba,2005-2010,0.0,100000.0
CUB,Cuba,2005-2010,1.0,99537.8
CUB,Cuba,2005-2010,5.0,99410.49
CUB,Cuba,2005-2010,10.0,99340.93
CUB,Cuba,2005-2010,15.0,99261.49
CUB,Cuba,2005-2010,20.0,99112.71
CUB,Cuba,2005-2010,25.0,98924.57
CUB,Cuba,2005-2010,30.0,98682.51
CUB,Cuba,2005-2010,35.0,98367.23
CUB,Cuba,2005-2010,40.0,97905.99
CUB,Cuba,2005-2010,45.0,97174.44
CUB,Cuba,2005-2010,50.0,96029.71
CUB,Cuba,2005-2010,55.0,94307.18
CUB,Cuba,2005-2010,60.0,91758.12
CUB,Cuba,2005-2010,65.0,87948.4
CUB,Cuba,2005-2010,70.0,82267.52
CUB,Cuba,2005-2010,75.0,73867.54
CUB,Cuba,2005-2010,80.0,61874.85
CUB,Cuba,2005-2010,85.0,43909.29
DNK,Denmark,2005-2010,0.0,100000.0
DNK,Denmark,2005-2010,1.0,99662.87
DNK,Denmark,2005-2010,5.0,99600.32
DNK,Denmark,2005-2010,10.0,99563.76
DNK,Denmark,2005-2010,15.0,99522.3
DNK,Denmark,2005-2010,20.0,99418.44
DNK,Denmark,2005-2010,25.0,99323.14
DNK,Denmark,2005-2010,30.0,99174.44
DNK,Denmark,2005-2010,35.0,98987.18
DNK,Denmark,2005-2010,40.0,98658.42
DNK,Denmark,2005-2010,45.0,98087.76
DNK,Denmark,2005-2010,50.0,97070.9
DNK,Denmark,2005-2010,55.0,95331.1
DNK,Denmark,2005-2010,60.0,92775.51
DNK,Denmark,2005-2010,65.0,88929.44
DNK,Denmark,2005-2010,70.0,83180.86
DNK,Denmark,2005-2010,75.0,74234.33
DNK,Denmark,2005-2010,80.0,61035.15
DNK,Denmark,2005-2010,85.0,44004.04
LBN,Lebanon,2005-2010,0.0,100000.0
LBN,Lebanon,2005-2010,1.0,99057.75
LBN,Lebanon,2005-2010,5.0,98871.73
LBN,Lebanon,2005-2010,10.0,98782.27
LBN,Lebanon,2005-2010,15.0,98710.7
LBN,Lebanon,2005-2010,20.0,98592.45
LBN,Lebanon,2005-2010,25.0,98423.83
LBN,Lebanon,2005-2010,30.0,98217.37
LBN,Lebanon,2005-2010,35.0,97962.63
LBN,Lebanon,2005-2010,40.0,97621.31
LBN,Lebanon,2005-2010,45.0,97127.07
LBN,Lebanon,2005-2010,50.0,96345.47
LBN,Lebanon,2005-2010,55.0,95155.84
LBN,Lebanon,2005-2010,60.0,93315.41
LBN,Lebanon,2005-2010,65.0,90421.97
LBN,Lebanon,2005-2010,70.0,85360.19
LBN,Lebanon,2005-2010,75.0,76772.68
LBN,Lebanon,2005-2010,80.0,63182.82
LBN,Lebanon,2005-2010,85.0,44135.29
ECU,Ecuador,2005-2010,0.0,100000.0
ECU,Ecuador,2005-2010,1.0,98200.0
ECU,Ecuador,2005-2010,5.0,97792.0
ECU,Ecuador,2005-2010,10.0,97576.0
ECU,Ecuador,2005-2010,15.0,97326.0
ECU,Ecuador,2005-2010,20.0,96911.0
ECU,Ecuador,2005-2010,25.0,96466.0
ECU,Ecuador,2005-2010,30.0,95952.0
ECU,Ecuador,2005-2010,35.0,95347.0
ECU,Ecuador,2005-2010,40.0,94553.0
ECU,Ecuador,2005-2010,45.0,93506.0
ECU,Ecuador,2005-2010,50.0,92011.0
ECU,Ecuador,2005-2010,55.0,90088.0
ECU,Ecuador,2005-2010,60.0,87311.0
ECU,Ecuador,2005-2010,65.0,83676.0
ECU,Ecuador,2005-2010,70.0,78728.0
ECU,Ecuador,2005-2010,75.0,71516.0
ECU,Ecuador,2005-2010,80.0,61566.0
ECU,Ecuador,2005-2010,85.0,44135.87
URY,Uruguay,2005-2010,0.0,100000.0
URY,Uruguay,2005-2010,1.0,98835.0
URY,Uruguay,2005-2010,5.0,98567.16
URY,Uruguay,2005-2010,10.0,98486.33
URY,Uruguay,2005-2010,15.0,98401.63
URY,Uruguay,2005-2010,20.0,98250.1
URY,Uruguay,2005-2010,25.0,98071.28
URY,Uruguay,2005-2010,30.0,97833.95
URY,Uruguay,2005-2010,35.0,97526.75
URY,Uruguay,2005-2010,40.0,97071.3
URY,Uruguay,2005-2010,45.0,96378.21
URY,Uruguay,2005-2010,50.0,95249.62
URY,Uruguay,2005-2010,55.0,93561.8
URY,Uruguay,2005-2010,60.0,90952.36
URY,Uruguay,2005-2010,65.0,87447.06
URY,Uruguay,2005-2010,70.0,82281.56
URY,Uruguay,2005-2010,75.0,74787.35
URY,Uruguay,2005-2010,80.0,62459.41
URY,Uruguay,2005-2010,85.0,44141.61
MAC,"Macao SAR, China",2005-2010,0.0,100000.0
MAC,"Macao SAR, China",2005-2010,1.0,99539.22
MAC,"Macao SAR, China",2005-2010,5.0,99409.37
MAC,"Macao SAR, China",2005-2010,10.0,99359.92
MAC,"Macao SAR, China",2005-2010,15.0,99318.99
MAC,"Macao SAR, China",2005-2010,20.0,99237.31
MAC,"Macao SAR, China",2005-2010,25.0,99077.58
MAC,"Macao SAR, China",2005-2010,30.0,98891.82
MAC,"Macao SAR, China",2005-2010,35.0,98687.19
MAC,"Macao SAR, China",2005-2010,40.0,98370.48
MAC,"Macao SAR, China",2005-2010,45.0,97941.2
MAC,"Macao SAR, China",2005-2010,50.0,97278.37
MAC,"Macao SAR, China",2005-2010,55.0,96253.52
MAC,"Macao SAR, China",2005-2010,60.0,94796.25
MAC,"Macao SAR, China",2005-2010,65.0,92534.78
MAC,"Macao SAR, China",2005-2010,70.0,88535.48
MAC,"Macao SAR, China",2005-2010,75.0,81084.67
MAC,"Macao SAR, China",2005-2010,80.0,67648.78
MAC,"Macao SAR, China",2005-2010,85.0,45670.04
PAN,Panama,2005-2010,0.0,100000.0
PAN,Panama,2005-2010,1.0,98530.33
PAN,Panama,2005-2010,5.0,98124.32
PAN,Panama,2005-2010,10.0,97916.89
PAN,Panama,2005-2010,15.0,97773.95
PAN,Panama,2005-2010,20.0,97524.62
PAN,Panama,2005-2010,25.0,97169.79
PAN,Panama,2005-2010,30.0,96714.97
PAN,Panama,2005-2010,35.0,96157.45
PAN,Panama,2005-2010,40.0,95469.43
PAN,Panama,2005-2010,45.0,94589.4
PAN,Panama,2005-2010,50.0,93404.65
PAN,Panama,2005-2010,55.0,91725.5
PAN,Panama,2005-2010,60.0,89255.34
PAN,Panama,2005-2010,65.0,85551.25
PAN,Panama,2005-2010,70.0,80017.01
PAN,Panama,2005-2010,75.0,71841.23
PAN,Panama,2005-2010,80.0,60366.47
PAN,Panama,2005-2010,85.0,45686.85
VNM,Vietnam,2005-2010,0.0,100000.0
VNM,Vietnam,2005-2010,1.0,98589.3
VNM,Vietnam,2005-2010,5.0,97891.62
VNM,Vietnam,2005-2010,10.0,97722.42
VNM,Vietnam,2005-2010,15.0,97571.07
VNM,Vietnam,2005-2010,20.0,97392.18
VNM,Vietnam,2005-2010,25.0,97165.02
VNM,Vietnam,2005-2010,30.0,96874.43
VNM,Vietnam,2005-2010,35.0,96525.81
VNM,Vietnam,2005-2010,40.0,96061.13
VNM,Vietnam,2005-2010,45.0,95420.51
VNM,Vietnam,2005-2010,50.0,94518.48
VNM,Vietnam,2005-2010,55.0,93056.34
VNM,Vietnam,2005-2010,60.0,90650.62
VNM,Vietnam,2005-2010,65.0,87047.05
VNM,Vietnam,2005-2010,70.0,81216.13
VNM,Vietnam,2005-2010,75.0,72632.06
VNM,Vietnam,2005-2010,80.0,60726.49
VNM,Vietnam,2005-2010,85.0,45688.0
USA,United States,2005-2010,0.0,100000.0
USA,United States,2005-2010,1.0,99382.18
USA,United States,2005-2010,5.0,99279.43
USA,United States,2005-2010,10.0,99219.0
USA,United States,2005-2010,15.0,99153.78
USA,United States,2005-2010,20.0,98984.97
USA,United States,2005-2010,25.0,98751.82
USA,United States,2005-2010,30.0,98472.58
USA,United States,2005-2010,35.0,98114.11
USA,United States,2005-2010,40.0,97594.33
USA,United States,2005-2010,45.0,96773.52
USA,United States,2005-2010,50.0,95515.69
USA,United States,2005-2010,55.0,93724.84
USA,United States,2005-2010,60.0,91228.72
USA,United States,2005-2010,65.0,87477.84
USA,United States,2005-2010,70.0,81999.63
USA,United States,2005-2010,75.0,73997.39
USA,United States,2005-2010,80.0,62615.63
USA,United States,2005-2010,85.0,47089.18
CRI,Costa Rica,2005-2010,0.0,100000.0
CRI,Costa Rica,2005-2010,1.0,99149.0
CRI,Costa Rica,2005-2010,5.0,98993.0
CRI,Costa Rica,2005-2010,10.0,98908.0
CRI,Costa Rica,2005-2010,15.0,98827.0
CRI,Costa Rica,2005-2010,20.0,98677.0
CRI,Costa Rica,2005-2010,25.0,98506.0
CRI,Costa Rica,2005-2010,30.0,98289.0
CRI,Costa Rica,2005-2010,35.0,98012.0
CRI,Costa Rica,2005-2010,40.0,97624.0
CRI,Costa Rica,2005-2010,45.0,97032.0
CRI,Costa Rica,2005-2010,50.0,96123.0
CRI,Costa Rica,2005-2010,55.0,94719.0
CRI,Costa Rica,2005-2010,60.0,92524.0
CRI,Costa Rica,2005-2010,65.0,89201.0
CRI,Costa Rica,2005-2010,70.0,84007.0
CRI,Costa Rica,2005-2010,75.0,76053.0
CRI,Costa Rica,2005-2010,80.0,64345.0
CRI,Costa Rica,2005-2010,85.0,47205.48
CHL,Chile,2005-2010,0.0,100000.0
CHL,Chile,2005-2010,1.0,99370.0
CHL,Chile,2005-2010,5.0,99228.0
CHL,Chile,2005-2010,10.0,99147.0
CHL,Chile,2005-2010,15.0,99065.0
CHL,Chile,2005-2010,20.0,98944.0
CHL,Chile,2005-2010,25.0,98783.0
CHL,Chile,2005-2010,30.0,98582.0
CHL,Chile,2005-2010,35.0,98346.0
CHL,Chile,2005-2010,40.0,97993.0
CHL,Chile,2005-2010,45.0,97431.0
CHL,Chile,2005-2010,50.0,96547.0
CHL,Chile,2005-2010,55.0,95102.0
CHL,Chile,2005-2010,60.0,92842.0
CHL,Chile,2005-2010,65.0,89337.0
CHL,Chile,2005-2010,70.0,83946.0
CHL,Chile,2005-2010,75.0,75910.0
CHL,Chile,2005-2010,80.0,64341.0
CHL,Chile,2005-2010,85.0,47477.85
GRC,Greece,2005-2010,0.0,100000.0
GRC,Greece,2005-2010,1.0,99608.85
GRC,Greece,2005-2010,5.0,99545.09
GRC,Greece,2005-2010,10.0,99493.98
GRC,Greece,2005-2010,15.0,99442.89
GRC,Greece,2005-2010,20.0,99328.43
GRC,Greece,2005-2010,25.0,99193.77
GRC,Greece,2005-2010,30.0,99051.65
GRC,Greece,2005-2010,35.0,98861.49
GRC,Greece,2005-2010,40.0,98581.71
GRC,Greece,2005-2010,45.0,98149.25
GRC,Greece,2005-2010,50.0,97450.55
GRC,Greece,2005-2010,55.0,96424.33
GRC,Greece,2005-2010,60.0,94920.91
GRC,Greece,2005-2010,65.0,92668.79
GRC,Greece,2005-2010,70.0,88801.23
GRC,Greece,2005-2010,75.0,81478.89
GRC,Greece,2005-2010,80.0,67861.51
GRC,Greece,2005-2010,85.0,47552.36
CHI,Channel Islands,2005-2010,0.0,100000.0
CHI,Channel Islands,2005-2010,1.0,99150.05
CHI,Channel Islands,2005-2010,5.0,98981.21
CHI,Channel Islands,2005-2010,10.0,98900.52
CHI,Channel Islands,2005-2010,15.0,98836.29
CHI,Channel Islands,2005-2010,20.0,98730.61
CHI,Channel Islands,2005-2010,25.0,98579.91
CHI,Channel Islands,2005-2010,30.0,98395.52
CHI,Channel Islands,2005-2010,35.0,98168.18
CHI,Channel Islands,2005-2010,40.0,97863.84
CHI,Channel Islands,2005-2010,45.0,97423.49
CHI,Channel Islands,2005-2010,50.0,96727.25
CHI,Channel Islands,2005-2010,55.0,95666.9
CHI,Channel Islands,2005-2010,60.0,94024.0
CHI,Channel Islands,2005-2010,65.0,91434.76
CHI,Channel Islands,2005-2010,70.0,86845.96
CHI,Channel Islands,2005-2010,75.0,78933.08
CHI,Channel Islands,2005-2010,80.0,66132.38
CHI,Channel Islands,2005-2010,85.0,47618.07
IRL,Ireland,2005-2010,0.0,100000.0
IRL,Ireland,2005-2010,1.0,99658.1
IRL,Ireland,2005-2010,5.0,99585.98
IRL,Ireland,2005-2010,10.0,99552.13
IRL,Ireland,2005-2010,15.0,99495.9
IRL,Ireland,2005-2010,20.0,99352.22
IRL,Ireland,2005-2010,25.0,99224.64
IRL,Ireland,2005-2010,30.0,99069.47
IRL,Ireland,2005-2010,35.0,98862.12
IRL,Ireland,2005-2010,40.0,98534.9
IRL,Ireland,2005-2010,45.0,98040.9
IRL,Ireland,2005-2010,50.0,97168.0
IRL,Ireland,2005-2010,55.0,95867.31
IRL,Ireland,2005-2010,60.0,93883.87
IRL,Ireland,2005-2010,65.0,90817.46
IRL,Ireland,2005-2010,70.0,86191.61
IRL,Ireland,2005-2010,75.0,78724.25
IRL,Ireland,2005-2010,80.0,66179.8
IRL,Ireland,2005-2010,85.0,47780.66
MYT,Mayotte,2005-2010,0.0,100000.0
MYT,Mayotte,2005-2010,1.0,99501.63
MYT,Mayotte,2005-2010,5.0,99426.32
MYT,Mayotte,2005-2010,10.0,99367.88
MYT,Mayotte,2005-2010,15.0,99330.12
MYT,Mayotte,2005-2010,20.0,99234.67
MYT,Mayotte,2005-2010,25.0,99086.77
MYT,Mayotte,2005-2010,30.0,98890.37
MYT,Mayotte,2005-2010,35.0,98597.07
MYT,Mayotte,2005-2010,40.0,98150.9
MYT,Mayotte,2005-2010,45.0,97395.38
MYT,Mayotte,2005-2010,50.0,96320.0
MYT,Mayotte,2005-2010,55.0,95218.54
MYT,Mayotte,2005-2010,60.0,93117.24
MYT,Mayotte,2005-2010,65.0,89410.67
MYT,Mayotte,2005-2010,70.0,84468.74
MYT,Mayotte,2005-2010,75.0,76733.42
MYT,Mayotte,2005-2010,80.0,65088.85
MYT,Mayotte,2005-2010,85.0,48037.95
REU,Reunion,2005-2010,0.0,100000.0
REU,Reunion,2005-2010,1.0,99501.63
REU,Reunion,2005-2010,5.0,99426.32
REU,Reunion,2005-2010,10.0,99367.88
REU,Reunion,2005-2010,15.0,99330.12
REU,Reunion,2005-2010,20.0,99234.67
REU,Reunion,2005-2010,25.0,99086.77
REU,Reunion,2005-2010,30.0,98890.37
REU,Reunion,2005-2010,35.0,98597.07
REU,Reunion,2005-2010,40.0,98150.9
REU,Reunion,2005-2010,45.0,97395.38
REU,Reunion,2005-2010,50.0,96320.0
REU,Reunion,2005-2010,55.0,95218.54
REU,Reunion,2005-2010,60.0,93117.24
REU,Reunion,2005-2010,65.0,89410.67
REU,Reunion,2005-2010,70.0,84468.74
REU,Reunion,2005-2010,75.0,76733.42
REU,Reunion,2005-2010,80.0,65088.85
REU,Reunion,2005-2010,85.0,48037.95
PRT,Portugal,2005-2010,0.0,100000.0
PRT,Portugal,2005-2010,1.0,99684.0
PRT,Portugal,2005-2010,5.0,99610.0
PRT,Portugal,2005-2010,10.0,99527.29
PRT,Portugal,2005-2010,15.0,99442.48
PRT,Portugal,2005-2010,20.0,99321.25
PRT,Portugal,2005-2010,25.0,99167.94
PRT,Portugal,2005-2010,30.0,98973.83
PRT,Portugal,2005-2010,35.0,98705.15
PRT,Portugal,2005-2010,40.0,98321.31
PRT,Portugal,2005-2010,45.0,97745.62
PRT,Portugal,2005-2010,50.0,96899.61
PRT,Portugal,2005-2010,55.0,95728.75
PRT,Portugal,2005-2010,60.0,94071.16
PRT,Portugal,2005-2010,65.0,91578.46
PRT,Portugal,2005-2010,70.0,87501.48
PRT,Portugal,2005-2010,75.0,80043.83
PRT,Portugal,2005-2010,80.0,67243.17
PRT,Portugal,2005-2010,85.0,48095.15
GBR,United Kingdom,2005-2010,0.0,100000.0
GBR,United Kingdom,2005-2010,1.0,99562.5
GBR,United Kingdom,2005-2010,5.0,99482.89
GBR,United Kingdom,2005-2010,10.0,99439.13
GBR,United Kingdom,2005-2010,15.0,99385.94
GBR,United Kingdom,2005-2010,20.0,99276.18
GBR,United Kingdom,2005-2010,25.0,99146.21
GBR,United Kingdom,2005-2010,30.0,98979.28
GBR,United Kingdom,2005-2010,35.0,98740.51
